"AreaTitle	AmphoraIdentifier	AmphoricTypeTitle	SimplifiedTranscription	FullTranscription	FindingPlaceLongitude	FindingPlaceLatitude	FindingPlaceTitle	ProductionDateStartYear	ProductionDateEndYear	InscriptionTypeTitle"
"Roma	49166	Dressel 20	X {10}	X	12.483333	41.9	S1 (90-110)	254	254	Sketch"
"Roma	49167	Dressel 20	X {10}	X	12.483333	41.9	N2 (90-110)	254	254	Sketch"
"Roma	49168	Dressel 20	X {10}	X	12.483333	41.9	N1 (90-110)	254	254	Sketch"
"Roma	49169	Dressel 20	X {10}	X	12.483333	41.9	N1 (90-110)	254	254	Sketch"
"Roma	49170	Dressel 20	X {10}	X	12.483333	41.9	N1 (90-110)	254	254	Sketch"
"Roma	49171	Dressel 20	X {10}	X	12.483333	41.9	N1 (90-110)	254	254	Sketch"
"Roma	49172	Dressel 20	X {10}	X	12.483333	41.9	N1 (110-130)	254	254	Sketch"
"Roma	49173	Dressel 20	X {10}	X	12.483333	41.9	S2 (110-130)	254	254	Sketch"
"Roma	49174	Dressel 20	X {10}	X	12.483333	41.9	S2 (110-130)	254	254	Sketch"
"Roma	49175	Dressel 20	X {10}	X	12.483333	41.9	S2 (110-130)	254	254	Sketch"
"Roma	49176	Dressel 20	X {10}	X	12.483333	41.9	S2 (150-170)	254	254	Sketch"
"Roma	49177	Dressel 20	X {10}	X	12.483333	41.9	S2 (150-170)	254	254	Sketch"
"Roma	49178	Dressel 20	X {10}	X	12.483333	41.9	N2 (170-190)	254	254	Sketch"
"Roma	49179	Dressel 20	X {10}	X	12.483333	41.9	N2 (170-190)	254	254	Sketch"
"Roma	49180	Dressel 20	X {10}	X	12.483333	41.9	S1 (170-190)	254	254	Sketch"
"Roma	49181	Dressel 20	X {10}	X	12.483333	41.9	N1 (170-190)	254	254	Sketch"
"Roma	49182	Dressel 20	X {10}	X	12.483333	41.9	N1 (190-210)	254	254	Sketch"
"Roma	49183	Dressel 20	X {10}	X	12.483333	41.9	S2 (190-210)	254	254	Sketch"
"Roma	49184	Dressel 20	X {10}	X	12.483333	41.9	N2 (190-210)	254	254	Sketch"
"Roma	49185	Dressel 20	X {10}	X	12.483333	41.9	S1 (190-210)	254	254	Sketch"
"Roma	49186	Dressel 20	X {10}	X	12.483333	41.9	N1 (210-230)	254	254	Sketch"
"Roma	49187	Dressel 20	X {10}	X	12.483333	41.9	S1 (250-270)	252	252	Sketch"
"Roma	49187	Dressel 20	X {10}	X	12.483333	41.9	S1 (250-270)	254	254	Sketch"
"Roma	49188	Dressel 20	X {10}	X	12.483333	41.9	N1 (270-290)	247	247	Sketch"
"Roma	49188	Dressel 20	X {10}	X	12.483333	41.9	N1 (270-290)	248	248	Sketch"
"Roma	49188	Dressel 20	X {10}	X	12.483333	41.9	N1 (270-290)	252	252	Sketch"
"Roma	49189	Dressel 20	X {10}	X	12.483333	41.9	S2 (270-290)	247	247	Sketch"
"Roma	49189	Dressel 20	X {10}	X	12.483333	41.9	S2 (270-290)	248	248	Sketch"
"Roma	49189	Dressel 20	X {10}	X	12.483333	41.9	S2 (270-290)	252	252	Sketch"
"Roma	49190	Dressel 20	XI {11}	XI	12.483333	41.9	N1 (350-370)	247	247	Sketch"
"Roma	49190	Dressel 20	XI {11}	XI	12.483333	41.9	N1 (350-370)	248	248	Sketch"
"Roma	49191	Dressel 20	X {10}	X	12.483333	41.9	N1 (370-390)	247	247	Sketch"
"Roma	49191	Dressel 20	X {10}	X	12.483333	41.9	N1 (370-390)	248	248	Sketch"
"Roma	49192	Dressel 20	X {10}	X	12.483333	41.9	N1 (390-410)	246	246	Sketch"
"Roma	49192	Dressel 20	X {10}	X	12.483333	41.9	N1 (390-410)	248	248	Sketch"
"Roma	49193	Dressel 20	X {10}	X	12.483333	41.9	N1 (390-410)	246	246	Sketch"
"Roma	49193	Dressel 20	X {10}	X	12.483333	41.9	N1 (390-410)	248	248	Sketch"
"Roma	49194	Dressel 20	X {10}	X	12.483333	41.9	N2 (390-410)	246	246	Sketch"
"Roma	49194	Dressel 20	X {10}	X	12.483333	41.9	N2 (390-410)	248	248	Sketch"
"Roma	49195	Dressel 20	X {10}	X	12.483333	41.9	N1 (410-430)	246	246	Sketch"
"Roma	49195	Dressel 20	X {10}	X	12.483333	41.9	N1 (410-430)	248	248	Sketch"
"Roma	49196	Dressel 20	X {10}	X	12.483333	41.9	N1 (410-430)	246	246	Sketch"
"Roma	49196	Dressel 20	X {10}	X	12.483333	41.9	N1 (410-430)	248	248	Sketch"
"Roma	49197	Dressel 20	X {10}	X	12.483333	41.9	N2 (430-450)	246	246	Sketch"
"Roma	49198	Dressel 20	X {10}	X	12.483333	41.9	N1 (470-490)	246	246	Sketch"
"Roma	49199	Dressel 20	XI {11}	XI	12.483333	41.9	S1 (250-270)	252	252	Sketch"
"Roma	49199	Dressel 20	XI {11}	XI	12.483333	41.9	S1 (250-270)	254	254	Sketch"
"Roma	49200	Dressel 20	XX {20}	XX	12.483333	41.9	N1 (50-70)	254	254	Sketch"
"Roma	49201	Dressel 20	XX {20}	XX	12.483333	41.9	S2 (90-110)	254	254	Sketch"
"Roma	49202	Dressel 20	XX {20}	XX	12.483333	41.9	N1 (90-110)	254	254	Sketch"
"Roma	49203	Dressel 20	XX {20}	XX	12.483333	41.9	S2 (110-130)	254	254	Sketch"
"Roma	49204	Dressel 20	XX {20}	XX	12.483333	41.9	S1 (110-130)	254	254	Sketch"
"Roma	49205	Dressel 20	XX {20}	XX	12.483333	41.9	N2 (130-150)	254	254	Sketch"
"Roma	49206	Dressel 20	XX {20}	XX	12.483333	41.9	S2 (130-150)	254	254	Sketch"
"Roma	49207	Dressel 20	XX {20}	XX	12.483333	41.9	N1 (170-190)	254	254	Sketch"
"Roma	49208	Dressel 20	XX {20}	XX	12.483333	41.9	S2 (170-190)	254	254	Sketch"
"Roma	49209	Dressel 20	XX {20}	XX	12.483333	41.9	N1 (190-210)	254	254	Sketch"
"Roma	49210	Dressel 20	XX {20}	XX	12.483333	41.9	S2 (190-210)	254	254	Sketch"
"Roma	49211	Dressel 20	XX {20}	XX	12.483333	41.9	S1 (250-270)	252	252	Sketch"
"Roma	49211	Dressel 20	XX {20}	XX	12.483333	41.9	S1 (250-270)	254	254	Sketch"
"Roma	49212	Dressel 20	XX {20}	XX	12.483333	41.9	S1 (270-290)	247	247	Sketch"
"Roma	49212	Dressel 20	XX {20}	XX	12.483333	41.9	S1 (270-290)	248	248	Sketch"
"Roma	49213	Dressel 20	XXX {30}	XXX	12.483333	41.9	N1 (50-70)	254	254	Sketch"
"Roma	49214	Dressel 20	XXX {30}	XXX	12.483333	41.9	S1 (150-170)	254	254	Sketch"
"Roma	49215	Dressel 20	XXX {30}	XXX	12.483333	41.9	N1 (190-210)	254	254	Sketch"
"Roma	49216	Dressel 20	XXX {30}	XXX	12.483333	41.9	N2(430-450)	246	246	Sketch"
"Roma	49217	Dressel 20	C {100}	C	12.483333	41.9	N1 (150-170)	254	254	Sketch"
"Roma	49218	Dressel 20	C {100}	C	12.483333	41.9	S1 (170-190)	254	254	Sketch"
"Roma	49219	Dressel 20	C {100}	C	12.483333	41.9	S2 (170-190)	254	254	Sketch"
"Roma	49220	Dressel 20	C {100}	C	12.483333	41.9	S2 (190-210)	254	254	Sketch"
"Roma	49221	Dressel 20	C {100}	C	12.483333	41.9	Perfil			Sketch"
"Roma	49222	Dressel 20	CX {110}	CX	12.483333	41.9	N2 (70-90)	254	254	Sketch"
"Roma	49223	Dressel 20	CX {110}	CX	12.483333	41.9	S2 (130-150)	254	254	Sketch"
"Roma	49224	Dressel 20	CX {110}	CX	12.483333	41.9	N1 (150-170)	254	254	Sketch"
"Roma	49225	Dressel 20	CX {110}	CX	12.483333	41.9	N1 (150-170)	254	254	Sketch"
"Roma	49226	Dressel 20	CX {110}	CX	12.483333	41.9	S2 (150-170)	254	254	Sketch"
"Roma	49227	Dressel 20	CX {110}	CX	12.483333	41.9	S1 (170-190)	254	254	Sketch"
"Roma	49228	Dressel 20	CX {110}	CX	12.483333	41.9	N1 (170-190)	254	254	Sketch"
"Roma	49229	Dressel 20	CX {110}	CX	12.483333	41.9	N1 (190-210)	254	254	Sketch"
"Roma	49230	Dressel 20	CX {110}	CX	12.483333	41.9	S2 (190-210)	254	254	Sketch"
"Roma	49231	Dressel 20	CX {110}	CX	12.483333	41.9	N2 (190-210)	254	254	Sketch"
"Roma	49232	Dressel 20	CX {110}	CX	12.483333	41.9	N2 (210-230)	254	254	Sketch"
"Roma	49233	Dressel 20	CX {110}	CX	12.483333	41.9	N1 (230-250)	252	252	Sketch"
"Roma	49233	Dressel 20	CX {110}	CX	12.483333	41.9	N1 (230-250)	254	254	Sketch"
"Roma	49234	Dressel 20	CX {110}	CX	12.483333	41.9	N1 (250-270)	252	252	Sketch"
"Roma	49234	Dressel 20	CX {110}	CX	12.483333	41.9	N1 (250-270)	254	254	Sketch"
"Roma	49235	Dressel 20	CX {110}	CX	12.483333	41.9	N2 (270-290)	247	247	Sketch"
"Roma	49235	Dressel 20	CX {110}	CX	12.483333	41.9	N2 (270-290)	248	248	Sketch"
"Roma	49236	Dressel 20	CX {110}	CX	12.483333	41.9	S1 (350-370)	247	247	Sketch"
"Roma	49236	Dressel 20	CX {110}	CX	12.483333	41.9	S1 (350-370)	248	248	Sketch"
"Roma	49237	Dressel 20	CX {110}	CX	12.483333	41.9	N1 (450-470)	246	246	Sketch"
"Roma	49238	Dressel 20	CX {110}	CX	12.483333	41.9	N1 (470-490)	246	246	Sketch"
"Roma	49239	Dressel 20	CX {110}	CX	12.483333	41.9	N2 (490-510)	246	246	Sketch"
"Roma	49240	Dressel 20	CXX {120}	CXX	12.483333	41.9	N2 (50)	254	254	Sketch"
"Roma	49241	Dressel 20	CXX {120}	CXX	12.483333	41.9	S2 (50-70)	254	254	Sketch"
"Roma	49242	Dressel 20	CXX {120}	CXX	12.483333	41.9	S1 (70-90)	254	254	Sketch"
"Roma	49243	Dressel 20	CXXX {130}	CXXX	12.483333	41.9	N2 (410-430)	246	246	Sketch"
"Roma	49243	Dressel 20	CXXX {130}	CXXX	12.483333	41.9	N2 (410-430)	248	248	Sketch"
"Roma	49244	Dressel 20	CXXX {130}	CXXX	12.483333	41.9	S2 (210-230)	254	254	Sketch"
"Roma	49245	Dressel 20	A	A	12.483333	41.9	Superficial			Sketch"
"Roma	49246	Dressel 20	B	B	12.483333	41.9	S2 (130-150)	254	254	Sketch"
"Roma	49247	Dressel 20	B	B	12.483333	41.9	S2 (170-190)	254	254	Sketch"
"Roma	49248	Dressel 20	B	B	12.483333	41.9	S2 (170-190)	254	254	Sketch"
"Roma	49249	Dressel 20	B	B	12.483333	41.9	S2 (190-210)	254	254	Sketch"
"Roma	49250	Dressel 20	MARINI	MARINI	12.483333	41.9	S1 (510-530)/muro	150	150	Sketch"
"Roma	49251	Dressel 20	((ASTERISCUS))	((asteriscus))	12.483333	41.9	N1 (70-90)	254	254	Sketch"
"Roma	49252	Dressel 20	((ASTERISCUS))	((asteriscus))	12.483333	41.9	N1 (90-110)	254	254	Sketch"
"Roma	49253	Dressel 20	((ASTERISCUS))	((asteriscus))	12.483333	41.9	N1 (150-170)	254	254	Sketch"
"Roma	49254	Dressel 20	((ASTERISCUS))	((asteriscus))	12.483333	41.9	S1 (370-390)	247	247	Sketch"
"Roma	49254	Dressel 20	((ASTERISCUS))	((asteriscus))	12.483333	41.9	S1 (370-390)	248	248	Sketch"
"Roma	49255	Dressel 20	((ASTERISCUS))	((asteriscus))	12.483333	41.9	S1 (250-270)	252	252	Sketch"
"Roma	49255	Dressel 20	((ASTERISCUS))	((asteriscus))	12.483333	41.9	S1 (250-270)	254	254	Sketch"
"Roma	49256	Dressel 20	((TRIDENTS))	((tridents))	12.483333	41.9	S1 (370-390)	247	247	Sketch"
"Roma	49256	Dressel 20	((TRIDENTS))	((tridents))	12.483333	41.9	S1 (370-390)	248	248	Sketch"
"Roma	49257	Dressel 20	((PALMA))	((palma))	12.483333	41.9	N2 (110-130)	254	254	Sketch"
"Roma	49258	Dressel 20	((PALMA))	((palma))	12.483333	41.9	N2 (250-270)	252	252	Sketch"
"Roma	49258	Dressel 20	((PALMA))	((palma))	12.483333	41.9	N2 (250-270)	254	254	Sketch"
"Roma	49259	Dressel 20	((PALMA))	((palma))	12.483333	41.9	N1 (430-450)	246	246	Sketch"
"Roma	49260	Dressel 20	((PALMA))	((palma))	12.483333	41.9	S1 (510-530) / muro	150	150	Sketch"
"Roma	49261	Dressel 20	((RETIACULUS))	((retiaculus))	12.483333	41.9	N1 (150-170) + S1 (170-190)	254	254	Sketch"
"Roma	49262	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N1 (50-70)	254	254	Sketch"
"Roma	49263	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S1 (70-90)	254	254	Sketch"
"Roma	49264	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N1 (110-130)	254	254	Sketch"
"Roma	49265	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N1 (110-130)	254	254	Sketch"
"Roma	49266	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N1 (130-150)	254	254	Sketch"
"Roma	49267	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N2 (130-150)	254	254	Sketch"
"Roma	49268	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S1 (130-150)	254	254	Sketch"
"Roma	49269	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S1 (150-170)	254	254	Sketch"
"Roma	49270	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S2 (150-170)	254	254	Sketch"
"Roma	49271	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S2 (210-230)	254	254	Sketch"
"Roma	49272	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S2 (230-250)	252	252	Sketch"
"Roma	49272	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S2 (230-250)	254	254	Sketch"
"Roma	49273	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N2 (250-270)	252	252	Sketch"
"Roma	49273	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N2 (250-270)	254	254	Sketch"
"Roma	49274	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N2 (270-290)	247	247	Sketch"
"Roma	49274	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N2 (270-290)	248	248	Sketch"
"Roma	49274	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N2 (270-290)	252	252	Sketch"
"Roma	49275	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N2 (110-130)	254	254	Sketch"
"Roma	49276	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S1 (130-150)	254	254	Sketch"
"Roma	49277	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S1 (150-170)	254	254	Sketch"
"Roma	49278	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S2 (430-450)	246	246	Sketch"
"Roma	49279	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S1 (430-450)	246	246	Sketch"
"Roma	49280	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S1 (430-450)	246	246	Sketch"
"Roma	49281	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S2 (430-450)	246	246	Sketch"
"Roma	49282	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (110-130)	254	254	Sketch"
"Roma	49283	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N2 (150-170)	254	254	Sketch"
"Roma	49284	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S1 (150-170)	254	254	Sketch"
"Roma	49285	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N2 (170-190)	254	254	Sketch"
"Roma	49286	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S1 (170-190)	254	254	Sketch"
"Roma	49287	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N1 (190-210)	254	254	Sketch"
"Roma	49288	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N1 (210-230)	254	254	Sketch"
"Roma	49289	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N1 (210-230)	254	254	Sketch"
"Roma	49290	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N1 (230-250)	252	252	Sketch"
"Roma	49290	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N1 (230-250)	254	254	Sketch"
"Roma	49291	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (250-270)	252	252	Sketch"
"Roma	49291	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (250-270)	254	254	Sketch"
"Roma	49292	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (270-290)	247	247	Sketch"
"Roma	49292	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (270-290)	248	248	Sketch"
"Roma	49292	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (270-290)	252	252	Sketch"
"Roma	49293	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N2 (470-490)	246	246	Sketch"
"Roma	49294	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (470-490)	246	246	Sketch"
"Roma	49295	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S1 (70-90)	254	254	Sketch"
"Roma	49296	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N1 (90-110)	254	254	Sketch"
"Roma	49297	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S1 (110-130)	254	254	Sketch"
"Roma	49298	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N2 (110-130)	254	254	Sketch"
"Roma	49299	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S1 (150-170)	254	254	Sketch"
"Roma	49300	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (190-210)	254	254	Sketch"
"Roma	49301	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N2 (190-210)	254	254	Sketch"
"Roma	49302	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S1 (210-230)	254	254	Sketch"
"Roma	49303	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S1 (270-290)	247	247	Sketch"
"Roma	49303	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S1 (270-290)	248	248	Sketch"
"Roma	49303	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S1 (270-290)	252	252	Sketch"
"Roma	49304	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (470-490)	246	246	Sketch"
"Roma	49305	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (510-530)	246	246	Sketch"
"Roma	49306	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (510-530)	246	246	Sketch"
"Roma	49307	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N2 (510-530)	246	246	Sketch"
"Roma	49308	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N1 (130-150)	254	254	Sketch"
"Roma	49309	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S2 (170-190)	254	254	Sketch"
"Roma	49310	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N1 (450-470)	246	246	Sketch"
"Roma	49311	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N1 (470-490)	246	246	Sketch"
"Roma	49312	Dressel 20	ilegibile	ilegibile	12.483333	41.9	NS 1-2 (530-550)	246	246	Sketch"
"Roma	49313	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N1 (490-510)	246	246	Sketch"
"Roma	49324	Dressel 20	I {1}	I	12.483333	41.9	N/2 -200-230	161	161	Sketch"
"Roma	49325	Dressel 20	I {1}	I	12.483333	41.9	N/2 -280-300	153	153	Sketch"
"Roma	49326	Dressel 20	X {10}	X	12.483333	41.9	S/1 -140-150	161	161	Sketch"
"Roma	49327	Dressel 20	X {10}	X	12.483333	41.9	N2 -200-230	161	161	Sketch"
"Roma	49328	Dressel 20	M	M	12.483333	41.9	N/2 -280	153	153	Sketch"
"Roma	49328	Dressel 20	M	M	12.483333	41.9	N/2 -280	161	161	Sketch"
"Roma	49329	Dressel 20	IV {4}	IV	12.483333	41.9	N/2 -250-280	161	161	Sketch"
"Roma	49330	Dressel 20	IIII {4}	IIII	12.483333	41.9	N/1 -280-300	153	153	Sketch"
"Roma	49331	Dressel 20	X {10}	X	12.483333	41.9	N/1 -140-150	161	161	Sketch"
"Roma	49332	Dressel 20	X {10}	X	12.483333	41.9	N/1 -200-230	161	161	Sketch"
"Roma	49333	Dressel 20	X {10}	X	12.483333	41.9	S/1 -250-280	161	161	Sketch"
"Roma	49334	Dressel 20	X {10}	X	12.483333	41.9	S/2 -250-280	161	161	Sketch"
"Roma	49335	Dressel 20	X {10}	X	12.483333	41.9	S/2 -250-280	161	161	Sketch"
"Roma	49336	Dressel 20	X {10}	X	12.483333	41.9	N/1 -280-300	153	153	Sketch"
"Roma	49337	Dressel 20	X {10}	X	12.483333	41.9	S/2 -280-300	153	153	Sketch"
"Roma	49338	Dressel 20	X {10}	X	12.483333	41.9	S/2 -480-500	153	153	Sketch"
"Roma	49339	Dressel 20	XI {11}	11	12.483333	41.9	S72 -280-300	153	153	Sketch"
"Roma	49340	Dressel 20	XX {20}	20	12.483333	41.9	S/1 -140-150	161	161	Sketch"
"Roma	49341	Dressel 20	XX {20}	20	12.483333	41.9	S/1 -150-180	161	161	Sketch"
"Roma	49342	Dressel 20	XX {20}	20	12.483333	41.9	N/1 -280	153	153	Sketch"
"Roma	49342	Dressel 20	XX {20}	20	12.483333	41.9	N/1 -280	161	161	Sketch"
"Roma	49343	Dressel 20	XXX {30}	30	12.483333	41.9	S/1 -140	224	224	Sketch"
"Roma	49344	Dressel 20	XXX {30}	30	12.483333	41.9	S/1 -140	224	224	Sketch"
"Roma	49345	Dressel 20	XXX {30}	30	12.483333	41.9	N/2 -150-180-200	161	161	Sketch"
"Roma	49345	Dressel 20	XXX {30}	30	12.483333	41.9	N/2 -150-180-200	224	224	Sketch"
"Roma	49346	Dressel 20	XXX {30}	30	12.483333	41.9	S/2 -230-250	161	161	Sketch"
"Roma	49347	Dressel 20	XXX {30}	30	12.483333	41.9	S/1 -250-280	161	161	Sketch"
"Roma	49348	Dressel 20	XXX {30}	30	12.483333	41.9	N/1 -250-280	161	161	Sketch"
"Roma	49349	Dressel 20	XXX {30}	30	12.483333	41.9	S/2 -250-280	161	161	Sketch"
"Roma	49350	Dressel 20	CI {101}	CI	12.483333	41.9	N/1 -140-150	161	161	Sketch"
"Roma	49351	Dressel 20	CX {110}	CX	12.483333	41.9	N/1 -150-180	161	161	Sketch"
"Roma	49352	Dressel 20	CX {110}	CX	12.483333	41.9	N/1 -250-280	161	161	Sketch"
"Roma	49353	Dressel 20	CXI {111}	CXI	12.483333	41.9	S/1 -140	224	224	Sketch"
"Roma	49354	Dressel 20	CXX {120}	CXX	12.483333	41.9	S/2 -280-300	153	153	Sketch"
"Roma	49355	Dressel 20	B	B	12.483333	41.9	N/1 -230-250 // S1 -200-230	161	161	Sketch"
"Roma	49356	Dressel 20	B	B	12.483333	41.9	S/2 -140-150	161	161	Sketch"
"Roma	49357	Dressel 20	B	B	12.483333	41.9	N/2 -150-180	161	161	Sketch"
"Roma	49358	Dressel 20	B	B	12.483333	41.9	S/2 -250-280	161	161	Sketch"
"Roma	49359	Dressel 20	B	B	12.483333	41.9	S/2 -280-300	153	153	Sketch"
"Roma	49360	Dressel 20	M	M	12.483333	41.9	S/2 -480-500	153	153	Sketch"
"Roma	49361	Dressel 20	R	R	12.483333	41.9	N/2 -250-280	161	161	Sketch"
"Roma	49362	Dressel 20	RO…	RO…	12.483333	41.9	Monte Testaccio			Sketch"
"Roma	49363	Dressel 20	SVR vel SAR	SVR vel SAR	12.483333	41.9	N1 -200-230	161	161	Sketch"
"Roma	49364	Dressel 20	IVR…	IVR…	12.483333	41.9	N1 -200-230	161	161	Sketch"
"Roma	49365	Dressel 20	…R…/…	…R…/…	12.483333	41.9	S1 -250-280	161	161	Sketch"
"Roma	49366	Dressel 20	martinus xiii kalendas septembres gallio	martinus / xiii k(alendas) sep(tembres) / gallio ?	12.483333	41.9	S2 -480-500	153	153	Sketch"
"Roma	49367	Dressel 20	vii kalendas apriles	[---]vii k(alendas) april(es)	12.483333	41.9	sin nº inv.			Sketch"
"Roma	49368	Dressel 20	ilegibile	ilegibile	12.483333	41.9	Sin contexto			Sketch"
"Roma	49369	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S2 -140-150	161	161	Sketch"
"Roma	49370	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S2 -280-300	153	153	Sketch"
"Roma	49371	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S2 -280-300	153	153	Sketch"
"Roma	49372	Dressel 20	I {1}	I	12.483333	41.9	A 110-130	216	216	Sketch"
"Roma	49373	Dressel 20	I {1}	I	12.483333	41.9	A 130-150	223	223	Sketch"
"Roma	49374	Dressel 20	I {1}	I	12.483333	41.9	C 130-150	216	216	Sketch"
"Roma	49375	Dressel 20	I {1}	I	12.483333	41.9	D 130-150	216	216	Sketch"
"Roma	49376	Dressel 20	I {1}	I	12.483333	41.9	C 230-250	214	214	Sketch"
"Roma	49377	Dressel 20	I {1}	I	12.483333	41.9	B 250-270	211	211	Sketch"
"Roma	49378	Dressel 20	I {1}	I	12.483333	41.9	B 250-270	211	211	Sketch"
"Roma	49379	Dressel 20	I {1}	I	12.483333	41.9	B 250-270	211	211	Sketch"
"Roma	49380	Dressel 20	I {1}	I	12.483333	41.9	B 250-270	211	211	Sketch"
"Roma	49381	Dressel 20	I {1}	I	12.483333	41.9	B 250-270	211	211	Sketch"
"Roma	49382	Dressel 20	I {1}	I	12.483333	41.9	D 250-270	211	211	Sketch"
"Roma	49383	Dressel 20	I {1}	I	12.483333	41.9	B 270-290	210	210	Sketch"
"Roma	49384	Dressel 20	I {1}	I	12.483333	41.9	B 270-290	210	210	Sketch"
"Roma	49385	Dressel 20	I {1}	I	12.483333	41.9	B 290-310	208	208	Sketch"
"Roma	49385	Dressel 20	I {1}	I	12.483333	41.9	B 290-310	210	210	Sketch"
"Roma	49386	Dressel 20	I {1}	I	12.483333	41.9	C 290-310	208	208	Sketch"
"Roma	49387	Dressel 20	I {1}	I	12.483333	41.9	C 290-310	208	208	Sketch"
"Roma	49388	Dressel 20	I {1}	I	12.483333	41.9	D 270-290	210	210	Sketch"
"Roma	49389	Dressel 20	I {1}	I	12.483333	41.9	A 310-330	208	208	Sketch"
"Roma	49389	Dressel 20	I {1}	I	12.483333	41.9	A 310-330	210	210	Sketch"
"Roma	49390	Dressel 20	I {1}	I	12.483333	41.9	D 310-330	208	208	Sketch"
"Roma	49390	Dressel 20	I {1}	I	12.483333	41.9	D 310-330	210	210	Sketch"
"Roma	49391	Dressel 20	I {1}	I	12.483333	41.9	D 350-370	208	208	Sketch"
"Roma	49392	Dressel 20	I {1}	I	12.483333	41.9	B 350-370	208	208	Sketch"
"Roma	49393	Dressel 20	I {1}	I	12.483333	41.9	D 350-370	208	208	Sketch"
"Roma	49394	Dressel 20	I {1}	I	12.483333	41.9	D 410-430	207	207	Sketch"
"Roma	49394	Dressel 20	I {1}	I	12.483333	41.9	D 410-430	208	208	Sketch"
"Roma	49395	Dressel 20	I {1}	I	12.483333	41.9	D 410-430	207	207	Sketch"
"Roma	49395	Dressel 20	I {1}	I	12.483333	41.9	D 410-430	208	208	Sketch"
