"AreaTitle	AmphoraIdentifier	AmphoricTypeTitle	SimplifiedTranscription	FullTranscription	FindingPlaceLongitude	FindingPlaceLatitude	FindingPlaceTitle	ProductionDateStartYear	ProductionDateEndYear	InscriptionTypeTitle"
"Roma	48864	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 120-140	220	224	Sketch"
"Roma	48865	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S7 50-70	160	160	Sketch"
"Roma	48866	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S8 90-110	160	160	Sketch"
"Roma	48867	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S9 30-40	220	224	Sketch"
"Roma	48868	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S9 70-0	220	224	Sketch"
"Roma	48869	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S9 80-90	220	224	Sketch"
"Roma	48870	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S10 80-100	220	224	Sketch"
"Roma	48871	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S9 140-160	220	224	Sketch"
"Roma	48872	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S11 260-290	220	224	Sketch"
"Roma	48873	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N10 100-120	220	224	Sketch"
"Roma	48874	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N10 190-220	220	224	Sketch"
"Roma	48875	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N10 190-220	220	224	Sketch"
"Roma	48876	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N10 190-220	220	224	Sketch"
"Roma	48877	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S9 200-220	220	224	Sketch"
"Roma	48878	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S10 300-320	220	224	Sketch"
"Roma	48879	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S11 320-340	220	224	Sketch"
"Roma	48880	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N7 50-70	160	160	Sketch"
"Roma	48881	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S8 50-70	160	160	Sketch"
"Roma	48882	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S8 90-110	160	160	Sketch"
"Roma	48883	Dressel 20	((PALMA))	((palma))	12.483333	41.9	D2	220	224	Sketch"
"Roma	48884	Dressel 20	((PALMA))	((palma))	12.483333	41.9	S9 180-200	220	224	Sketch"
"Roma	48885	Dressel 20	((PALMA))	((palma))	12.483333	41.9	S7 30-50	160	160	Sketch"
"Roma	48886	Dressel 20	((PALMA))	((palma))	12.483333	41.9	N7 110-130	160	160	Sketch"
"Roma	48887	Dressel 20	Rectangulo	Rectangulo	12.483333	41.9	N-S1-2 50-60	220	224	Sketch"
"Roma	48888	Dressel 20	Rectangulo	Rectangulo	12.483333	41.9	S11 70-80	220	224	Sketch"
"Roma	48889	Dressel 20	Rectangulo	Rectangulo	12.483333	41.9	S2 120-140	220	224	Sketch"
"Roma	48890	Dressel 20	Rectangulo	Rectangulo	12.483333	41.9	S11 -80 R O	220	224	Sketch"
"Roma	48891	Dressel 20	Rectangulo	Rectangulo	12.483333	41.9	S11 160-180	220	224	Sketch"
"Roma	48892	Dressel 20	Rectangulo	Rectangulo	12.483333	41.9	S11 180-200	220	224	Sketch"
"Roma	48893	Dressel 20	Rectangulo	Rectangulo	12.483333	41.9	S11 200-230	220	224	Sketch"
"Roma	48894	Dressel 20	Rectangulo	Rectangulo	12.483333	41.9	S7 30-50	160	160	Sketch"
"Roma	48895	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N-S1-2 66-90	220	224	Sketch"
"Roma	48896	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N-S1-2 66-90	220	224	Sketch"
"Roma	48897	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S11 -65	220	224	Sketch"
"Roma	48898	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N2 90-120	220	224	Sketch"
"Roma	48899	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N2 90-120	220	224	Sketch"
"Roma	48900	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N2 90-120	220	224	Sketch"
"Roma	48901	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S2 90-120	220	224	Sketch"
"Roma	48902	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S2 90-120	220	224	Sketch"
"Roma	48903	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S9 80-90	220	224	Sketch"
"Roma	48904	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S10 80 R O	220	224	Sketch"
"Roma	48905	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S11 80-100	220	224	Sketch"
"Roma	48906	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S11 80-100	220	224	Sketch"
"Roma	48907	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S9 100-120	220	224	Sketch"
"Roma	48908	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S10 10-120	220	224	Sketch"
"Roma	48909	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S10 120-140	220	224	Sketch"
"Roma	48910	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S11 180-200	220	224	Sketch"
"Roma	48911	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N9 0-40	220	224	Sketch"
"Roma	48912	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N10 40-60	220	224	Sketch"
"Roma	48913	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N10 100-120	220	224	Sketch"
"Roma	48914	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N10 190-220	220	224	Sketch"
"Roma	48915	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S10 260-280	220	224	Sketch"
"Roma	48916	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S7 30-50	160	160	Sketch"
"Roma	48917	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S8 50-70	160	160	Sketch"
"Roma	48918	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S7 79-90	160	160	Sketch"
"Roma	48919	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S7 -30-50	160	160	Sketch"
"Roma	48920	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N7 70-90	160	160	Sketch"
"Roma	48921	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N7 70-90	160	160	Sketch"
"Roma	48922	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N7 70-90	160	160	Sketch"
"Roma	48923	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N7 70-90	160	160	Sketch"
"Roma	48924	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N7 90-100	160	160	Sketch"
"Roma	48925	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N7 90-100	160	160	Sketch"
"Roma	48926	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S8 110-130	160	160	Sketch"
"Roma	48927	Dressel 20	ilegibile	ilegibile	12.483333	41.9	N7 170-190	160	160	Sketch"
"Roma	48960	Dressel 20	X {10}	X	12.483333	41.9	S/2-60-80	138	145	Sketch"
"Roma	48961	Dressel 20	I {1}	I	12.483333	41.9	N/1-140-160	138	145	Sketch"
"Roma	48962	Dressel 20	I {1}	I	12.483333	41.9	S/2-200-220	138	145	Sketch"
"Roma	48963	Dressel 20	I {1}	I	12.483333	41.9	N/1-240-260	138	145	Sketch"
"Roma	48964	Dressel 20	III? {3}	III?	12.483333	41.9	E2 40-60	138	145	Sketch"
"Roma	48965	Dressel 20	III? {4}	IIII?	12.483333	41.9	S2 180-200	138	145	Sketch"
"Roma	48966	Dressel 20	V {5}	V	12.483333	41.9	N2-120-140	138	145	Sketch"
"Roma	48967	Dressel 20	VII {7}	VII	12.483333	41.9	N2-60-80	138	145	Sketch"
"Roma	48968	Dressel 20	IX? {9}	IX?	12.483333	41.9	W2 40-60	138	145	Sketch"
"Roma	48969	Dressel 20	X {10}	X	12.483333	41.9	N2-60-80-S/2-60-80	138	145	Sketch"
"Roma	48970	Dressel 20	X {10}	X	12.483333	41.9	N/1-100-120	138	145	Sketch"
"Roma	48971	Dressel 20	X {10}	X	12.483333	41.9	N/1-120-140	138	145	Sketch"
"Roma	48972	Dressel 20	XI? {11}	XI?	12.483333	41.9	e2 120-150	138	145	Sketch"
"Roma	48973	Dressel 20	XX {20}	XX	12.483333	41.9	S/2-220-240	138	145	Sketch"
"Roma	48974	Dressel 20	C {100}	C	12.483333	41.9	S/2-280-300	138	145	Sketch"
"Roma	48975	Dressel 20	C {100}	C	12.483333	41.9	W2 90-120	138	145	Sketch"
"Roma	48976	Dressel 20	C {100}	C	12.483333	41.9	W2 150-170	138	145	Sketch"
"Roma	48977	Dressel 20	CX? {110}	CX?	12.483333	41.9	E3 90-120	138	145	Sketch"
"Roma	48978	Dressel 20	CX? {110}	CX?	12.483333	41.9	N/2-260-280	138	145	Sketch"
"Roma	48979	Dressel 20	CX {110}	CX	12.483333	41.9	E1 90-120	138	145	Sketch"
"Roma	48980	Dressel 20	CX {110}	CX	12.483333	41.9	N/11-120-140	138	145	Sketch"
"Roma	48981	Dressel 20	CAPRA[RI]/[---]R	CAPRA[RI]/[---]R	12.483333	41.9	N2 60-80	138	145	Sketch"
"Roma	48982	Dressel 20	K[---]IV[---]	K[---]IV[---]	12.483333	41.9	N2 60-80	138	145	Sketch"
"Roma	48983	Dressel 20	 [---]AS?	 [---]AS?	12.483333	41.9	N2 -60-80	138	145	Sketch"
"Roma	48984	Dressel 20	QV?	QV?	12.483333	41.9	S/2-60-80	138	145	Sketch"
"Roma	48985	Dressel 20	 [---]MI / [---]ABI	 [---]MI / [---]ABI	12.483333	41.9	N2 80-100	138	145	Sketch"
"Roma	48986	Dressel 20	FELIC[IS]	FELIC[IS]	12.483333	41.9	N1 120-140	138	145	Sketch"
"Roma	48987	Dressel 20	IIIIDVS	IIIIDVS	12.483333	41.9	N2 120-140	138	145	Sketch"
"Roma	48988	Dressel 20	 [---]SIACI & [---]SIALI	 [---]SIACI & [---]SIALI	12.483333	41.9	N2 120-140	138	145	Sketch"
"Roma	48989	Dressel 20	VA[--- & [---]VIT	VA[--- & [---]VIT	12.483333	41.9	S1 140-160	138	145	Sketch"
"Roma	48990	Dressel 20	[---]	[---]	12.483333	41.9	S2 160-180	138	145	Sketch"
"Roma	48991	Dressel 20	IIVLA?	IIVLA?	12.483333	41.9	N/1 -180-200	138	145	Sketch"
"Roma	48992	Dressel 20	MASIEDI / KIIPRILIS	MASIEDI / KIIPRILIS	12.483333	41.9	N2 200-220	138	145	Sketch"
"Roma	48993	Dressel 20	IIR	IIR	12.483333	41.9	S/1 -200-220	138	145	Sketch"
"Roma	48994	Dressel 20	 [---]QVIA	 [---]QVIA	12.483333	41.9	N/2 -220-240	138	145	Sketch"
"Roma	48995	Dressel 20	 [---]ANI	 [---]ANI	12.483333	41.9	S1 240-260	138	145	Sketch"
"Roma	48996	Dressel 20	N	N	12.483333	41.9	N1 240-260	138	145	Sketch"
"Roma	48997	Dressel 20	 [---]ANINVS /FLORENTIN[I]	 [---]ANINVS /FLORENTIN[I]	12.483333	41.9	S2 260-280	138	145	Sketch"
"Roma	48998	Dressel 20	 [---]MIR & [---]MVR	 [---]MIR & [---]MVR	12.483333	41.9	S2 260-280	138	145	Sketch"
"Roma	48999	Dressel 20	 [---]S / [---]	 [---]S / [---]	12.483333	41.9	S2 260-280	138	145	Sketch"
"Roma	49000	Dressel 20	 ---CRI[---] / [---]ARVS	 ---CRI[---] / [---]ARVS	12.483333	41.9	S1 280-300	138	145	Sketch"
"Roma	49001	Dressel 20	[---]	[---]	12.483333	41.9	N/1 -280-300	138	145	Sketch"
"Roma	49002	Dressel 20	 [---]MARTINI / [---]MAIVS	 [---]MARTINI / [---]MAIVS	12.483333	41.9	E2 -40-60	138	145	Sketch"
"Roma	49003	Dressel 20	[---]	[---]	12.483333	41.9	W1 -60-90	138	145	Sketch"
"Roma	49004	Dressel 20	 [---]IIII	 [---]IIII	12.483333	41.9	W1 -60-90	138	145	Sketch"
"Roma	49005	Dressel 20	 [---]ARIS / [---]IDI	 [---]ARIS / [---]IDI	12.483333	41.9	W2 -60-90	138	145	Sketch"
"Roma	49006	Dressel 20	PIA & QIA	PIA & QIA	12.483333	41.9	E1 60-90	138	145	Sketch"
"Roma	49007	Dressel 20	A]VGUSTAS	A]VGUSTAS	12.483333	41.9	E3 60-90	138	145	Sketch"
"Roma	49008	Dressel 20	 [---]MONT[---	 [---]MONT[---	12.483333	41.9	E3 60-90	138	145	Sketch"
"Roma	49009	Dressel 20	 [---]DIL[A---]	 [---]DIL[A---]	12.483333	41.9	N2 90-120	138	145	Sketch"
"Roma	49010	Dressel 20	 [---]AD[---]	 [---]AD[---]	12.483333	41.9	W2 120-150	138	145	Sketch"
"Roma	49011	Dressel 20	 [---]CIP[T & R	 [---]CIP[T & R	12.483333	41.9	W2 120-150	138	145	Sketch"
"Roma	49012	Dressel 20	[---]M[---]	[---]M[---]	12.483333	41.9	W1 120-150	138	145	Sketch"
"Roma	49013	Dressel 20	AM	AM	12.483333	41.9	W3 120-150	138	145	Sketch"
"Roma	49014	Dressel 20	 [---]MVS	 [---]MVS	12.483333	41.9	W3 120-150	138	145	Sketch"
"Roma	49015	Dressel 20	Q[---]/ NIC[---]	Q[---]/ NIC[---]	12.483333	41.9	E3 120-150	138	145	Sketch"
"Roma	49016	Dressel 20	 [---]ARI	 [---]ARI	12.483333	41.9	e2 120-150	138	145	Sketch"
"Roma	49017	Dressel 20	 [---]GUS	 [---]GUS	12.483333	41.9	e2 120-150	138	145	Sketch"
"Roma	49018	Dressel 20	 [---]IS	 [---]IS	12.483333	41.9	e2 120-150	138	145	Sketch"
"Roma	49019	Dressel 20	 [---]CRICG?[---	 [---]CRICG?[---	12.483333	41.9	e2 120-150	138	145	Sketch"
"Roma	49020	Dressel 20	 QVIII[---]	 QVIII[---]	12.483333	41.9	E3 150-170	138	145	Sketch"
"Roma	49021	Dressel 20	 [---]RM	 [---]RM	12.483333	41.9	W1 150-170	138	145	Sketch"
"Roma	49022	Dressel 20	 [---]RIIM[---]	 [---]RIIM[---]	12.483333	41.9	W1 150-170	138	145	Sketch"
"Roma	49023	Dressel 20	MVR[---]	MVR[---]	12.483333	41.9	W2 150-170	138	145	Sketch"
"Roma	49024	Dressel 20	OVA	OVA	12.483333	41.9	W2 150-170	138	145	Sketch"
"Roma	49025	Dressel 20	((ASTERISCVS))	((Asteriscus))	12.483333	41.9	S/2-80-100	138	145	Sketch"
"Roma	49026	Dressel 20	[---]	[---]	12.483333	41.9	N/1-120-140	138	145	Sketch"
"Roma	49027	Dressel 20	[---]	[---]	12.483333	41.9	S/1-160-180	138	145	Sketch"
"Roma	49028	Dressel 20	[---]	[---]	12.483333	41.9	S/2-160-180	138	145	Sketch"
"Roma	49029	Dressel 20	IIII	IIII	12.483333	41.9	S/2-180-200	138	145	Sketch"
"Roma	49030	Dressel 20	[---]	[---]	12.483333	41.9	N/1 -180-200	138	145	Sketch"
"Roma	49031	Dressel 20	A? & ((TRIDENTS))	A? & ((Tridents))	12.483333	41.9	N/1 -220-240	138	145	Sketch"
"Roma	49032	Dressel 20	CV	CV	12.483333	41.9	S/1 -240-260	138	145	Sketch"
"Roma	49033	Dressel 20	[---]	[---]	12.483333	41.9	N/1 -260-280	138	145	Sketch"
"Roma	49034	Dressel 20	[---]	[---]	12.483333	41.9	S/2-280-300	138	145	Sketch"
"Roma	49035	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S/2-280-300	138	145	Sketch"
"Roma	49036	Dressel 20	S	S	12.483333	41.9	W3 90-120	138	145	Sketch"
"Roma	49037	Dressel 20	[---]	[---]	12.483333	41.9	W3 120-150	138	145	Sketch"
"Roma	49038	Dressel 20	[---]	[---]	12.483333	41.9	W3 120-150	138	145	Sketch"
"Roma	49039	Dressel 20	[---]	[---]	12.483333	41.9	E2 60-90	138	145	Sketch"
"Roma	49040	Dressel 20	[---]	[---]	12.483333	41.9	E3 60-90	138	145	Sketch"
"Roma	49041	Dressel 20	XX {20}	XX	12.483333	41.9	W2 120-150	138	145	Sketch"
"Roma	49042	Dressel 20	IXI {10}	IXI	12.483333	41.9	W1 120-150	138	145	Sketch"
"Roma	49075	Dressel 20	I {1}	I	12.483333	41.9	Superficial	254	254	Sketch"
"Roma	49076	Dressel 20	I {1}	I	12.483333	41.9	S2 (50-70)	254	254	Sketch"
"Roma	49077	Dressel 20	I {1}	I	12.483333	41.9	N2 (50-70)	254	254	Sketch"
"Roma	49078	Dressel 20	I {1}	I	12.483333	41.9	S1 (70-90)	254	254	Sketch"
"Roma	49079	Dressel 20	I {1}	I	12.483333	41.9	N1 (90-110)	254	254	Sketch"
"Roma	49080	Dressel 20	I {1}	I	12.483333	41.9	N1 (90-110)	254	254	Sketch"
"Roma	49081	Dressel 20	I {1}	I	12.483333	41.9	S2 (150-170)	254	254	Sketch"
"Roma	49082	Dressel 20	I {1}	I	12.483333	41.9	S1 (210-230)	254	254	Sketch"
"Roma	49083	Dressel 20	I {1}	I	12.483333	41.9	S1 (210-230)	254	254	Sketch"
"Roma	49084	Dressel 20	I {1}	I	12.483333	41.9	N2 (270-290)	247	247	Sketch"
"Roma	49084	Dressel 20	I {1}	I	12.483333	41.9	N2 (270-290)	248	248	Sketch"
"Roma	49084	Dressel 20	I {1}	I	12.483333	41.9	N2 (270-290)	252	252	Sketch"
"Roma	49085	Dressel 20	I {1}	I	12.483333	41.9	NS 1-2 (530-550)	246	246	Sketch"
"Roma	49086	Dressel 20	II {2}	II	12.483333	41.9	N1 (50-70)	254	254	Sketch"
"Roma	49087	Dressel 20	II {2}	II	12.483333	41.9	N2 (50-70)	254	254	Sketch"
"Roma	49088	Dressel 20	II {2}	II	12.483333	41.9	N1 (110-130)	254	254	Sketch"
"Roma	49089	Dressel 20	II {2}	II	12.483333	41.9	S2 (130-150)	254	254	Sketch"
"Roma	49090	Dressel 20	II {2}	II	12.483333	41.9	S1 (150-170)	254	254	Sketch"
"Roma	49091	Dressel 20	II {2}	II	12.483333	41.9	S2 (150-170)	254	254	Sketch"
"Roma	49092	Dressel 20	II {2}	II	12.483333	41.9	S1 (170-190)	254	254	Sketch"
"Roma	49093	Dressel 20	II {2}	II	12.483333	41.9	N1 (170-190)	254	254	Sketch"
"Roma	49094	Dressel 20	II {2}	II	12.483333	41.9	S2 (190-210)	254	254	Sketch"
"Roma	49095	Dressel 20	II {2}	II	12.483333	41.9	S2 (210-230)	254	254	Sketch"
"Roma	49096	Dressel 20	III {3}	III	12.483333	41.9	S1 (50-70)	254	254	Sketch"
"Roma	49097	Dressel 20	III {3}	III	12.483333	41.9	S1 (150-170)	254	254	Sketch"
"Roma	49098	Dressel 20	IIII {4}	IIII	12.483333	41.9	S1 (210-230)	254	254	Sketch"
"Roma	49099	Dressel 20	IIII {4}	IIII	12.483333	41.9	S1 (430-450)	246	246	Sketch"
"Roma	49100	Dressel 20	V {5}	V	12.483333	41.9	S2 (110-130)	254	254	Sketch"
"Roma	49101	Dressel 20	X {10}	X	12.483333	41.9	N1 (50-70)	254	254	Sketch"
"Roma	49102	Dressel 20	X {10}	X	12.483333	41.9	N1 (50-70)	254	254	Sketch"
"Roma	49103	Dressel 20	X {10}	X	12.483333	41.9	N2 (50-70)	254	254	Sketch"
"Roma	49104	Dressel 20	X {10}	X	12.483333	41.9	S1 (70-90)	254	254	Sketch"
"Roma	49105	Dressel 20	X {10}	X	12.483333	41.9	S1 (90-110)	254	254	Sketch"
"Roma	49106	Dressel 20	X {10}	X	12.483333	41.9	S2 (170-190)	254	254	Sketch"
"Roma	49107	Dressel 20	X {10}	X	12.483333	41.9	N2 (190-210)	254	254	Sketch"
"Roma	49108	Dressel 20	X {10}	X	12.483333	41.9	S1(190-210)	254	254	Sketch"
"Roma	49109	Dressel 20	X {10}	X	12.483333	41.9	S1(210-230)	254	254	Sketch"
"Roma	49110	Dressel 20	X {10}	X	12.483333	41.9	N1 (230-250)	254	254	Sketch"
"Roma	49111	Dressel 20	X {10}	X	12.483333	41.9	N2 (270-290)	247	247	Sketch"
"Roma	49111	Dressel 20	X {10}	X	12.483333	41.9	N2 (270-290)	248	248	Sketch"
"Roma	49111	Dressel 20	X {10}	X	12.483333	41.9	N2 (270-290)	252	252	Sketch"
"Roma	49112	Dressel 20	X {10}	X	12.483333	41.9	N1 (350-370)	247	247	Sketch"
"Roma	49112	Dressel 20	X {10}	X	12.483333	41.9	N1 (350-370)	248	248	Sketch"
"Roma	49113	Dressel 20	X {10}	X	12.483333	41.9	N1 (370-390)	247	247	Sketch"
"Roma	49113	Dressel 20	X {10}	X	12.483333	41.9	N1 (370-390)	248	248	Sketch"
"Roma	49114	Dressel 20	X {10}	X	12.483333	41.9	N2 (490-510)	246	246	Sketch"
"Roma	49115	Dressel 20	XI {11}	XI	12.483333	41.9	N2 (50-70)	254	254	Sketch"
"Roma	49116	Dressel 20	XI {11}	XI	12.483333	41.9	N2 (230-250)	252	252	Sketch"
"Roma	49116	Dressel 20	XI {11}	XI	12.483333	41.9	N2 (230-250)	254	254	Sketch"
"Roma	49117	Dressel 20	XIII {13}	XIII	12.483333	41.9	S1 (50-70)	254	254	Sketch"
"Roma	49118	Dressel 20	XX {20}	XX	12.483333	41.9	S1 (150-170)	254	254	Sketch"
"Roma	49119	Dressel 20	XX {20}	XX	12.483333	41.9	N2 (230-250)	252	252	Sketch"
"Roma	49119	Dressel 20	XX {20}	XX	12.483333	41.9	N2 (230-250)	254	254	Sketch"
"Roma	49120	Dressel 20	XX {20}	XX	12.483333	41.9	S2 (250-270)	252	252	Sketch"
"Roma	49120	Dressel 20	XX {20}	XX	12.483333	41.9	S2 (250-270)	254	254	Sketch"
"Roma	49121	Dressel 20	C {100}	C	12.483333	41.9	N1 (50-70)	254	254	Sketch"
"Roma	49122	Dressel 20	C {100}	C	12.483333	41.9	S1 (190-210)	254	254	Sketch"
"Roma	49123	Dressel 20	M	M	12.483333	41.9	S2(50-70)	254	254	Sketch"
"Roma	49124	Dressel 20	M	M	12.483333	41.9	S1(70-90)	254	254	Sketch"
"Roma	49125	Dressel 20	M	M	12.483333	41.9	N2 (110-130)	254	254	Sketch"
"Roma	49126	Dressel 20	M	M	12.483333	41.9	S (210-230)	254	254	Sketch"
"Roma	49127	Dressel 20	M	M	12.483333	41.9	N2 (230-250)	252	252	Sketch"
"Roma	49127	Dressel 20	M	M	12.483333	41.9	N2 (230-250)	254	254	Sketch"
"Roma	49128	Dressel 20	M	M	12.483333	41.9	N2 (390-410)	246	246	Sketch"
"Roma	49128	Dressel 20	M	M	12.483333	41.9	N2 (390-410)	248	248	Sketch"
"Roma	49129	Dressel 20	R	R	12.483333	41.9	S1 (50-70)	254	254	Sketch"
"Roma	49130	Dressel 20	R	R	12.483333	41.9	S2 (110-130)	254	254	Sketch"
"Roma	49131	Dressel 20	R	R	12.483333	41.9	N1 (130-150)	254	254	Sketch"
"Roma	49132	Dressel 20	R	R	12.483333	41.9	N1 (170-190)	254	254	Sketch"
"Roma	49133	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (50-70)	254	254	Sketch"
"Roma	49134	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N2 (70-90)	254	254	Sketch"
"Roma	49135	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (70-90)	254	254	Sketch"
"Roma	49136	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N2 (110-130)	254	254	Sketch"
"Roma	49137	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N1 (170-190)	254	254	Sketch"
"Roma	49138	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (130-150)	254	254	Sketch"
"Roma	49139	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N2 (190-210)	254	254	Sketch"
"Roma	49140	Dressel 20	((TRIDENTS))	((tridents))	12.483333	41.9	N1 (70-90)	254	254	Sketch"
"Roma	49141	Dressel 20	((TRIDENTS))	((tridents))	12.483333	41.9	N2 (90-110)	254	254	Sketch"
"Roma	49142	Dressel 20	((TRIDENTS))	((tridents))	12.483333	41.9	N2 (250-270)	252	252	Sketch"
"Roma	49142	Dressel 20	((TRIDENTS))	((tridents))	12.483333	41.9	N2 (250-270)	254	254	Sketch"
"Roma	49143	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	N1 (230-250)	254	254	Sketch"
"Roma	49144	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (370-390)	247	247	Sketch"
"Roma	49144	Dressel 20	((CIRCULUS))	((circulus))	12.483333	41.9	S2 (370-390)	248	248	Sketch"
"Roma	49145	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N1 (50-70)	254	254	Sketch"
"Roma	49146	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N2 (250-270)	252	252	Sketch"
"Roma	49146	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	N2 (250-270)	254	254	Sketch"
"Roma	49147	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S2 (370-390)	247	247	Sketch"
"Roma	49147	Dressel 20	((CURVUS))	((curvus))	12.483333	41.9	S2 (370-390)	248	248	Sketch"
"Roma	49148	Dressel 20	((RETIACULUS))	((retiaculus))	12.483333	41.9	S2 (350-370)	247	247	Sketch"
"Roma	49148	Dressel 20	((RETIACULUS))	((retiaculus))	12.483333	41.9	S2 (350-370)	248	248	Sketch"
"Roma	49149	Dressel 20	ilegibile	ilegibile	12.483333	41.9	S2 (110-130)	254	254	Sketch"
"Roma	49150	Dressel 20	II {2}	II	12.483333	41.9	N1 (150-170)	254	254	Sketch"
"Roma	49151	Dressel 20	II {2}	II	12.483333	41.9	N1 (190-210)	254	254	Sketch"
"Roma	49152	Dressel 20	II {2}	II	12.483333	41.9	N1 (370-390)	247	247	Sketch"
"Roma	49152	Dressel 20	II {2}	II	12.483333	41.9	N1 (370-390)	248	248	Sketch"
"Roma	49153	Dressel 20	III {3}	III	12.483333	41.9	N2 (230-250)	252	252	Sketch"
"Roma	49153	Dressel 20	III {3}	III	12.483333	41.9	N2 (230-250)	254	254	Sketch"
"Roma	49154	Dressel 20	IV {4}	IV	12.483333	41.9	N2 (230-250)	252	252	Sketch"
"Roma	49154	Dressel 20	IV {4}	IV	12.483333	41.9	N2 (230-250)	254	254	Sketch"
"Roma	49155	Dressel 20	V {5}	V	12.483333	41.9	S1 (250-270)	252	252	Sketch"
"Roma	49155	Dressel 20	V {5}	V	12.483333	41.9	S1 (250-270)	254	254	Sketch"
"Roma	49156	Dressel 20	VI {6}	VI	12.483333	41.9	N2 (170-190)	254	254	Sketch"
"Roma	49157	Dressel 20	X {10}	X	12.483333	41.9	Superficial			Sketch"
"Roma	49158	Dressel 20	X {10}	X	12.483333	41.9	Superficial			Sketch"
"Roma	49159	Dressel 20	X {10}	X	12.483333	41.9	S1 (50)	254	254	Sketch"
"Roma	49160	Dressel 20	X {10}	X	12.483333	41.9	S1 (50)	254	254	Sketch"
"Roma	49161	Dressel 20	X {10}	X	12.483333	41.9	N1 (50-70)	254	254	Sketch"
"Roma	49162	Dressel 20	X {10}	X	12.483333	41.9	N1 (70-90)	254	254	Sketch"
"Roma	49163	Dressel 20	X {10}	X	12.483333	41.9	S2 (70-90)	254	254	Sketch"
"Roma	49164	Dressel 20	X {10}	X	12.483333	41.9	S1 (70-90)	254	254	Sketch"
"Roma	49165	Dressel 20	X {10}	X	12.483333	41.9	S1 (90-110)	254	254	Sketch"
